CD_REFNIS,TX_DESCR_NL,TX_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_NL,TX_ADM_DSTR_DESCR_FR,CD_PROV_REFNIS,TX_PROV_DESCR_NL,TX_PROV_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_NL,TX_RGN_DESCR_FR
56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,56000,Arrondissement Thuin,Arrondissement de Thuin,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
56088,Sivry-Rance,Sivry-Rance,56000,Arrondissement Thuin,Arrondissement de Thuin,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57003,Antoing,Antoing,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57018,Celles,Celles,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57027,Estaimpuis,Estaimpuis,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57062,Pecq,Pecq,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57064,Péruwelz,Péruwelz,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57072,Rumes,Rumes,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57081,Doornik,Tournai,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57093,Brunehaut,Brunehaut,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57094,Leuze-en-Hainaut,Leuze-en-Hainaut,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57095,Mont-de-l’Enclus,Mont-de-l’Enclus,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57096,Moeskroen,Mouscron,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
57097,Komen-Waasten,Comines-Warneton,57000,Arrondissement Doornik-Moeskroen,Arrondissement de Tournai-Mouscron,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
58001,La Louvière,La Louvière,58000,Arrondissement La Louvière,Arrondissement de La Louvière,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
58002,Binche,Binche,58000,Arrondissement La Louvière,Arrondissement de La Louvière,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
58003,Estinnes,Estinnes,58000,Arrondissement La Louvière,Arrondissement de La Louvière,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
58004,Morlanwelz,Morlanwelz,58000,Arrondissement La Louvière,Arrondissement de La Louvière,50000,Provincie Henegouwen,Province du Hainaut,03000,Waals Gewest,Région wallonne
61003,Amay,Amay,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61010,Burdinne,Burdinne,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61012,Clavier,Clavier,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61019,Ferrières,Ferrières,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61024,Hamoir,Hamoir,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61028,Héron,Héron,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61031,Hoei,Huy,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61039,Marchin,Marchin,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61041,Modave,Modave,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61043,Nandrin,Nandrin,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61048,Ouffet,Ouffet,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61063,Verlaine,Verlaine,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61068,Villers-Le-Bouillet,Villers-Le-Bouillet,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61072,Wanze,Wanze,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61079,Anthisnes,Anthisnes,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61080,Engis,Engis,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
61081,Tinlot,Tinlot,61000,Arrondissement Hoei,Arrondissement de Huy,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62003,Ans,Ans,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62006,Awans,Awans,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62009,Aywaille,Aywaille,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62011,Bitsingen,Bassenge,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62015,Beyne-Heusay,Beyne-Heusay,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62022,Chaudfontaine,Chaudfontaine,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62026,Comblain-au-Pont,Comblain-au-Pont,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62027,Dalhem,Dalhem,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62032,Esneux,Esneux,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62038,Fléron,Fléron,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62051,Herstal,Herstal,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62060,Juprelle,Juprelle,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62063,Luik,Liège,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62079,Oupeye,Oupeye,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62093,Saint-Nicolas,Saint-Nicolas,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62096,Seraing,Seraing,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62099,Soumagne,Soumagne,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62100,Sprimont,Sprimont,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62108,Wezet,Visé,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62118,Grâce-Hollogne,Grâce-Hollogne,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62119,Blegny,Blegny,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62120,Flémalle,Flémalle,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62121,Neupré,Neupré,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
62122,Trooz,Trooz,62000,Arrondissement Luik,Arrondissement de Liège,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63001,Amel,Amblève,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63003,Aubel,Aubel,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63004,Baelen,Baelen,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63012,Büllingen,Bullange,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63013,Bütgenbach,Butgenbach,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63020,Dison,Dison,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63023,Eupen,Eupen,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63035,Herve,Herve,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63038,Jalhay,Jalhay,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63040,Kelmis,La Calamine,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63045,Lierneux,Lierneux,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63046,Limburg,Limbourg,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63048,Lontzen,Lontzen,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63049,Malmedy,Malmedy,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63057,Olne,Olne,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63058,Pepinster,Pepinster,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63061,Raeren,Raeren,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63067,Sankt Vith,Saint-Vith,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63072,Spa,Spa,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63073,Stavelot,Stavelot,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63075,Stoumont,Stoumont,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63076,Theux,Theux,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63079,Verviers,Verviers,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63080,Weismes,Waimes,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63084,Welkenraedt,Welkenraedt,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63086,Trois-Ponts,Trois-Ponts,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63087,Burg-Reuland,Burg-Reuland,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63088,Plombières,Plombières,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
63089,Thimister-Clermont,Thimister-Clermont,63000,Arrondissement Verviers,Arrondissement de Verviers,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64008,Berloz,Berloz,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64015,Braives,Braives,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64021,Crisnée,Crisnée,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64023,Donceel,Donceel,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64025,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64029,Geer,Geer,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64034,Hannuit,Hannut,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64047,Lijsem,Lincent,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64056,Oerle,Oreye,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64063,Remicourt,Remicourt,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64065,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64074,Borgworm,Waremme,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64075,Wasseiges,Wasseiges,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
64076,Faimes,Faimes,64000,Arrondissement Borgworm,Arrondissement de Waremme,60000,Provincie Luik,Province de Liège,03000,Waals Gewest,Région wallonne
71002,As,As,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71004,Beringen,Beringen,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71011,Diepenbeek,Diepenbeek,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71016,Genk,Genk,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71017,Gingelom,Gingelom,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71020,Halen,Halen,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71022,Hasselt,Hasselt,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71024,Herk-de-Stad,Herck-la-Ville,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71034,Leopoldsburg,Bourg-Léopold,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71037,Lummen,Lummen,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71045,Nieuwerkerken,Nieuwerkerken,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71053,Sint-Truiden,Saint-Trond,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71057,Tessenderlo,Tessenderlo,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71066,Zonhoven,Zonhoven,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71067,Zutendaal,Zutendaal,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71069,Ham,Ham,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
71070,Heusden-Zolder,Heusden-Zolder,71000,Arrondissement Hasselt,Arrondissement de Hasselt,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72003,Bocholt,Bocholt,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72004,Bree,Bree,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72018,Kinrooi,Kinrooi,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72020,Lommel,Lommel,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72021,Maaseik,Maaseik,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72030,Peer,Peer,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72037,Hamont-Achel,Hamont-Achel,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72038,Hechtel-Eksel,Hechtel-Eksel,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72039,Houthalen-Helchteren,Houthalen-Helchteren,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72041,Dilsen-Stokkem,Dilsen-Stokkem,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72042,Oudsbergen,Oudsbergen,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
72043,Pelt,Pelt,72000,Arrondissement Maaseik,Arrondissement de Maaseik,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73001,Alken,Alken,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73006,Bilzen,Bilzen,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73009,Borgloon,Looz,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73022,Heers,Heers,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73028,Herstappe,Herstappe,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73032,Hoeselt,Hoeselt,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73040,Kortessem,Kortessem,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73042,Lanaken,Lanaken,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73066,Riemst,Riemst,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73083,Tongeren,Tongres,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73098,Wellen,Wellen,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73107,Maasmechelen,Maasmechelen,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
73109,Voeren,Fourons,73000,Arrondissement Tongeren,Arrondissement de Tongres,70000,Provincie Limburg,Province du Limbourg,02000,Vlaams Gewest,Région flamande
81001,Aarlen,Arlon,81000,Arrondissement Aarlen,Arrondissement d’Arlon,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
81003,Attert,Attert,81000,Arrondissement Aarlen,Arrondissement d’Arlon,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
81004,Aubange,Aubange,81000,Arrondissement Aarlen,Arrondissement d’Arlon,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
81013,Martelange,Martelange,81000,Arrondissement Aarlen,Arrondissement d’Arlon,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
81015,Messancy,Messancy,81000,Arrondissement Aarlen,Arrondissement d’Arlon,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82003,Bastenaken,Bastogne,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82005,Bertogne,Bertogne,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82009,Fauvillers,Fauvillers,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82014,Houffalize,Houffalize,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82032,Vielsalm,Vielsalm,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82036,Vaux-sur-Sûre,Vaux-sur-Sûre,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82037,Gouvy,Gouvy,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
82038,Sainte-Ode,Sainte-Ode,82000,Arrondissement Bastenaken,Arrondissement de Bastogne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83012,Durbuy,Durbuy,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83013,Erezée,Erezée,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83028,Hotton,Hotton,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83031,La Roche-en-Ardenne,La Roche-en-Ardenne,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83034,Marche-en-Famenne,Marche-en-Famenne,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83040,Nassogne,Nassogne,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83044,Rendeux,Rendeux,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83049,Tenneville,Tenneville,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
83055,Manhay,Manhay,83000,Arrondissement Marche-en-Famenne,Arrondissement de Marche-en-Famenne,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84009,Bertrix,Bertrix,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
