CD_REFNIS,TX_DESCR_NL,TX_DESCR_FR,CD_DSTR_REFNIS,TX_ADM_DSTR_DESCR_NL,TX_ADM_DSTR_DESCR_FR,CD_PROV_REFNIS,TX_PROV_DESCR_NL,TX_PROV_DESCR_FR,CD_RGN_REFNIS,TX_RGN_DESCR_NL,TX_RGN_DESCR_FR
84010,Bouillon,Bouillon,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84016,Daverdisse,Daverdisse,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84029,Herbeumont,Herbeumont,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84033,Léglise,Léglise,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84035,Libin,Libin,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84043,Neufchâteau,Neufchâteau,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84050,Paliseul,Paliseul,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84059,Saint-Hubert,Saint-Hubert,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84068,Tellin,Tellin,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84075,Wellin,Wellin,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
84077,Libramont-Chevigny,Libramont-Chevigny,84000,Arrondissement Neufchâteau,Arrondissement de Neufchâteau,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85007,Chiny,Chiny,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85009,Etalle,Etalle,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85011,Florenville,Florenville,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85024,Meix-devant-Virton,Meix-devant-Virton,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85026,Musson,Musson,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85034,Saint-Léger,Saint-Léger,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85039,Tintigny,Tintigny,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85045,Virton,Virton,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85046,Habay,Habay,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
85047,Rouvroy,Rouvroy,85000,Arrondissement Virton,Arrondissement de Virton,80000,Provincie Luxemburg,Province du Luxembourg,03000,Waals Gewest,Région wallonne
91005,Anhée,Anhée,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91013,Beauraing,Beauraing,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91015,Bièvre,Bièvre,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91030,Ciney,Ciney,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91034,Dinant,Dinant,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91054,Gedinne,Gedinne,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91059,Hamois,Hamois,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91064,Havelange,Havelange,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91072,Houyet,Houyet,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91103,Onhaye,Onhaye,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91114,Rochefort,Rochefort,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91120,Somme-Leuze,Somme-Leuze,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91141,Yvoir,Yvoir,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91142,Hastière,Hastière,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
91143,Vresse-sur-Semois,Vresse-sur-Semois,91000,Arrondissement Dinant,Arrondissement de Dinant,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92003,Andenne,Andenne,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92006,Assesse,Assesse,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92035,Eghezée,Eghezée,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92045,Floreffe,Floreffe,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92048,Fosses-la-Ville,Fosses-la-Ville,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92054,Gesves,Gesves,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92087,Mettet,Mettet,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92094,Namen,Namur,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92097,Ohey,Ohey,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92101,Profondeville,Profondeville,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92114,Sombreffe,Sombreffe,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92137,Sambreville,Sambreville,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92138,Fernelmont,Fernelmont,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92141,La Bruyère,La Bruyère,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
92142,Gembloux,Gembloux,92000,Arrondissement Namen,Arrondissement de Namur,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93010,Cerfontaine,Cerfontaine,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93014,Couvin,Couvin,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93018,Doische,Doische,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93022,Florennes,Florennes,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93056,Philippeville,Philippeville,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93088,Walcourt,Walcourt,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
93090,Viroinval,Viroinval,93000,Arrondissement Philippeville,Arrondissement de Philippeville,90000,Provincie Namen,Province de Namur,03000,Waals Gewest,Région wallonne
